"","cas_nakupu","produkt","cena"
"298",2015-01-06,"Chleb",40
"299",2015-01-06,"Mleko",55
"300",2015-01-06,"Mleko",55
"301",2015-01-06,"Mleko",55
"302",2015-01-06,"Chleb",40
"303",2015-01-06,"Mleko",55
"304",2015-01-06,"Mleko",55
"305",2015-01-06,"Chleb",40
"306",2015-01-06,"Chleb",40
"307",2015-01-06,"Mleko",55
"308",2015-01-07,"Mleko",55
"309",2015-01-07,"Mleko",55
"310",2015-01-07,"Chleb",40
"311",2015-01-07,"Mleko",55
"312",2015-01-07,"Mleko",55
"313",2015-01-07,"Mleko",55
"314",2015-01-07,"Chleb",40
"315",2015-01-07,"Mleko",55
"316",2015-01-07,"Chleb",40
"317",2015-01-07,"Chleb",40
"318",2015-01-07,"Triko",250
"319",2015-01-07,"Svetr",620
"320",2015-01-07,"Chleb",40
"321",2015-01-07,"Chleb",40
"322",2015-01-07,"Chleb",40
"323",2015-01-07,"Chleb",40
"324",2015-01-07,"Mleko",55
"325",2015-01-07,"Chleb",40
"326",2015-01-07,"Chleb",40
"327",2015-01-07,"Mleko",55
"328",2015-01-07,"Mleko",55
"329",2015-01-07,"Chleb",40
"330",2015-01-07,"Mleko",55
"331",2015-01-07,"Mleko",55
"332",2015-01-07,"Chleb",40
"333",2015-01-07,"Chleb",40
"334",2015-01-07,"Triko",250
"335",2015-01-07,"Chleb",40
"336",2015-01-07,"Chleb",40
"337",2015-01-07,"Mleko",55
"338",2015-01-07,"Chleb",40
"339",2015-01-07,"Chleb",40
"340",2015-01-07,"Chleb",40
"341",2015-01-07,"Mleko",55
"342",2015-01-07,"Mleko",55
"343",2015-01-07,"Mleko",55
"344",2015-01-07,"Mleko",55
"345",2015-01-07,"Chleb",40
"346",2015-01-07,"Mleko",55
"347",2015-01-07,"Chleb",40
"348",2015-01-07,"Mleko",55
"349",2015-01-07,"Chleb",40
"350",2015-01-07,"Mleko",55
"351",2015-01-07,"Mleko",55
"352",2015-01-07,"Mleko",55
"353",2015-01-08,"Mleko",55
"354",2015-01-08,"Chleb",40
"355",2015-01-08,"Chleb",40
"356",2015-01-08,"Chleb",40
"357",2015-01-08,"Mleko",55
"358",2015-01-08,"Chleb",40
"359",2015-01-08,"Chleb",40
"360",2015-01-08,"Mleko",55
"361",2015-01-08,"Chleb",40
"362",2015-01-08,"Chleb",40
"363",2015-01-08,"Mleko",55
"364",2015-01-08,"Mleko",55
"365",2015-01-08,"Mleko",55
"366",2015-01-08,"Chleb",40
"367",2015-01-08,"Svetr",620
"368",2015-01-08,"Chleb",40
"369",2015-01-08,"Chleb",40
"370",2015-01-08,"Chleb",40
"371",2015-01-08,"Chleb",40
"372",2015-01-08,"Mleko",55
"373",2015-01-08,"Chleb",40
"374",2015-01-08,"Triko",250
"375",2015-01-08,"Mleko",55
"376",2015-01-08,"Mleko",55
"377",2015-01-08,"Tablet",9200
"378",2015-01-08,"Triko",250
"379",2015-01-08,"Mleko",55
"380",2015-01-08,"Mleko",55
"381",2015-01-08,"Mleko",55
"382",2015-01-08,"Mleko",55
"383",2015-01-08,"Chleb",40
"384",2015-01-08,"Chleb",40
"385",2015-01-08,"Mleko",55
"386",2015-01-08,"Tablet",9200
"387",2015-01-08,"Mleko",55
"388",2015-01-08,"Mleko",55
"389",2015-01-08,"Chleb",40
"390",2015-01-08,"Mleko",55
"391",2015-01-08,"Svetr",620
"392",2015-01-08,"Triko",250
"393",2015-01-08,"Chleb",40
"394",2015-01-09,"Chleb",40
"395",2015-01-09,"Mleko",55
"396",2015-01-09,"Chleb",40
"397",2015-01-09,"Mleko",55
"398",2015-01-09,"Chleb",40
"399",2015-01-09,"Chleb",40
"400",2015-01-09,"Chleb",40
"401",2015-01-09,"Chleb",40
"402",2015-01-09,"Mleko",55
"403",2015-01-09,"Tablet",9200
"404",2015-01-09,"Mleko",55
"405",2015-01-09,"Chleb",40
"406",2015-01-09,"Chleb",40
"407",2015-01-09,"Chleb",40
"408",2015-01-09,"Chleb",40
"409",2015-01-09,"Triko",250
"410",2015-01-09,"Mleko",55
"411",2015-01-09,"Mleko",55
"412",2015-01-09,"Mleko",55
"413",2015-01-09,"Chleb",40
"414",2015-01-09,"Chleb",40
"415",2015-01-09,"Chleb",40
"416",2015-01-09,"Chleb",40
"417",2015-01-09,"Svetr",620
"418",2015-01-09,"Chleb",40
"419",2015-01-09,"Chleb",40
"420",2015-01-09,"Chleb",40
"421",2015-01-09,"Mleko",55
"422",2015-01-09,"Mleko",55
"423",2015-01-09,"Mleko",55
"424",2015-01-09,"Chleb",40
"425",2015-01-09,"Mleko",55
"426",2015-01-09,"Mleko",55
"427",2015-01-09,"Chleb",40
"428",2015-01-09,"Chleb",40
"429",2015-01-09,"Chleb",40
"430",2015-01-09,"Mleko",55
"431",2015-01-09,"Chleb",40
"432",2015-01-09,"Mleko",55
"433",2015-01-10,"Chleb",40
"434",2015-01-10,"Mleko",55
"435",2015-01-10,"Mleko",55
"436",2015-01-10,"Mleko",55
"437",2015-01-10,"Mleko",55
"438",2015-01-10,"Mleko",55
"439",2015-01-10,"Mleko",55
"440",2015-01-10,"Mleko",55
"441",2015-01-10,"Chleb",40
"442",2015-01-10,"Chleb",40
"443",2015-01-10,"Svetr",620
"444",2015-01-10,"Svetr",620
"445",2015-01-10,"Chleb",40
"446",2015-01-10,"Mleko",55
"447",2015-01-10,"Chleb",40
"448",2015-01-10,"Triko",250
"449",2015-01-10,"Chleb",40
"450",2015-01-10,"Mleko",55
"451",2015-01-10,"Chleb",40
"452",2015-01-10,"Mleko",55
"453",2015-01-10,"Mleko",55
"454",2015-01-10,"Chleb",40
"455",2015-01-10,"Chleb",40
"456",2015-01-10,"Chleb",40
"457",2015-01-10,"Mleko",55
"458",2015-01-10,"Triko",250
"459",2015-01-10,"Chleb",40
"460",2015-01-10,"Svetr",620
"461",2015-01-10,"Mleko",55
"462",2015-01-10,"Chleb",40
"463",2015-01-10,"Mleko",55
"464",2015-01-10,"Triko",250
"465",2015-01-10,"Mleko",55
"466",2015-01-10,"Triko",250
"467",2015-01-10,"Mleko",55
"468",2015-01-10,"Mleko",55
"469",2015-01-10,"Chleb",40
"470",2015-01-10,"Triko",250
"471",2015-01-10,"Chleb",40
"472",2015-01-10,"Mleko",55
"473",2015-01-10,"Mleko",55
"474",2015-01-10,"Mleko",55
"475",2015-01-10,"Mleko",55
"476",2015-01-11,"Chleb",40
"477",2015-01-11,"Chleb",40
"478",2015-01-11,"Mleko",55
"479",2015-01-11,"Triko",250
"480",2015-01-11,"Mleko",55
"481",2015-01-11,"Mleko",55
"482",2015-01-11,"Mleko",55
"483",2015-01-11,"Mleko",55
"484",2015-01-11,"Chleb",40
"485",2015-01-11,"Mleko",55
"486",2015-01-11,"Triko",250
"487",2015-01-11,"Mleko",55
"488",2015-01-11,"Mleko",55
"489",2015-01-11,"Chleb",40
"490",2015-01-11,"Chleb",40
"491",2015-01-11,"Chleb",40
"492",2015-01-11,"Chleb",40
"493",2015-01-11,"Mleko",55
"494",2015-01-11,"Chleb",40
"495",2015-01-11,"Chleb",40
"496",2015-01-11,"Mleko",55
"497",2015-01-11,"Chleb",40
"498",2015-01-11,"Mleko",55
"499",2015-01-11,"Chleb",40
"500",2015-01-11,"Mleko",55
"501",2015-01-11,"Mleko",55
"502",2015-01-11,"Mleko",55
"503",2015-01-11,"Chleb",40
"504",2015-01-11,"Svetr",620
"505",2015-01-11,"Mleko",55
"506",2015-01-11,"Chleb",40
"507",2015-01-11,"Triko",250
"508",2015-01-11,"Mleko",55
"509",2015-01-11,"Chleb",40
"510",2015-01-11,"Mleko",55
"511",2015-01-11,"Chleb",40
"512",2015-01-11,"Mobil",6300
"513",2015-01-11,"Mleko",55
"514",2015-01-11,"Chleb",40
"515",2015-01-11,"Svetr",620
"516",2015-01-11,"Chleb",40
"517",2015-01-11,"Triko",250
"518",2015-01-11,"Chleb",40
"519",2015-01-12,"Chleb",40
"520",2015-01-12,"Mleko",55
"521",2015-01-12,"Chleb",40
"522",2015-01-12,"Chleb",40
"523",2015-01-12,"Triko",250
"524",2015-01-12,"Chleb",40
"525",2015-01-12,"Chleb",40
"526",2015-01-12,"Mleko",55
"527",2015-01-12,"Chleb",40
"528",2015-01-12,"Triko",250
"529",2015-01-12,"Svetr",620
"530",2015-01-12,"Mleko",55
"531",2015-01-12,"Mleko",55
"532",2015-01-12,"Mleko",55
"533",2015-01-12,"Chleb",40
"534",2015-01-12,"Chleb",40
"535",2015-01-12,"Chleb",40
"536",2015-01-12,"Mleko",55
"537",2015-01-12,"Chleb",40
"538",2015-01-12,"Mleko",55
"539",2015-01-12,"Triko",250
"540",2015-01-12,"Mleko",55
"541",2015-01-12,"Mleko",55
"542",2015-01-12,"Mobil",6300
"543",2015-01-12,"Mleko",55
"544",2015-01-12,"Mleko",55
"545",2015-01-12,"Chleb",40
"546",2015-01-12,"Chleb",40
"547",2015-01-12,"Chleb",40
"548",2015-01-12,"Chleb",40
"549",2015-01-12,"Chleb",40
"550",2015-01-12,"Chleb",40
"551",2015-01-12,"Triko",250
"552",2015-01-12,"Svetr",620
"553",2015-01-12,"Chleb",40
"554",2015-01-12,"Mleko",55
"555",2015-01-13,"Mleko",55
"556",2015-01-13,"Chleb",40
"557",2015-01-13,"Mleko",55
"558",2015-01-13,"Chleb",40
"559",2015-01-13,"Tablet",9200
"560",2015-01-13,"Chleb",40
"561",2015-01-13,"Svetr",620
"562",2015-01-13,"Chleb",40
"563",2015-01-13,"Svetr",620
"564",2015-01-13,"Chleb",40
"565",2015-01-13,"Chleb",40
"566",2015-01-13,"Mleko",55
"567",2015-01-13,"Chleb",40
"568",2015-01-13,"Mleko",55
"569",2015-01-13,"Chleb",40
"570",2015-01-13,"Triko",250
"571",2015-01-13,"Chleb",40
"572",2015-01-13,"Chleb",40
"573",2015-01-13,"Svetr",620
"574",2015-01-13,"Chleb",40
"575",2015-01-13,"Mleko",55
"576",2015-01-13,"Mleko",55
"577",2015-01-13,"Triko",250
"578",2015-01-13,"Chleb",40
"579",2015-01-13,"Mleko",55
"580",2015-01-13,"Mleko",55
"581",2015-01-13,"Mleko",55
"582",2015-01-13,"Mleko",55
"583",2015-01-13,"Mleko",55
"584",2015-01-13,"Mobil",6300
"585",2015-01-13,"Chleb",40
"586",2015-01-13,"Chleb",40
"587",2015-01-13,"Mleko",55
"588",2015-01-13,"Triko",250
"589",2015-01-13,"Chleb",40
"590",2015-01-13,"Chleb",40
"591",2015-01-13,"Chleb",40
"592",2015-01-14,"Chleb",40
"593",2015-01-14,"Chleb",40
"594",2015-01-14,"Mleko",55
"595",2015-01-14,"Mleko",55
"596",2015-01-14,"Mleko",55
"597",2015-01-14,"Triko",250
"598",2015-01-14,"Mobil",6300
"599",2015-01-14,"Chleb",40
"600",2015-01-14,"Chleb",40
"601",2015-01-14,"Chleb",40
"602",2015-01-14,"Mleko",55
"603",2015-01-14,"Chleb",40
"604",2015-01-14,"Mleko",55
"605",2015-01-14,"Chleb",40
"606",2015-01-14,"Chleb",40
"607",2015-01-14,"Chleb",40
"608",2015-01-14,"Chleb",40
"609",2015-01-14,"Chleb",40
"610",2015-01-14,"Mleko",55
"611",2015-01-14,"Chleb",40
"612",2015-01-14,"Chleb",40
"613",2015-01-14,"Mleko",55
"614",2015-01-14,"Chleb",40
"615",2015-01-14,"Chleb",40
"616",2015-01-14,"Mleko",55
"617",2015-01-14,"Tablet",9200
"618",2015-01-14,"Mleko",55
"619",2015-01-14,"Triko",250
"620",2015-01-14,"Mleko",55
"621",2015-01-14,"Triko",250
"622",2015-01-14,"Mleko",55
"623",2015-01-14,"Chleb",40
"624",2015-01-14,"Chleb",40
"625",2015-01-14,"Chleb",40
"626",2015-01-14,"Mleko",55
"627",2015-01-14,"Triko",250
"628",2015-01-14,"Chleb",40
"629",2015-01-14,"Chleb",40
"630",2015-01-14,"Chleb",40
"631",2015-01-14,"Svetr",620
"632",2015-01-14,"Chleb",40
"633",2015-01-14,"Mleko",55
"634",2015-01-14,"Chleb",40
"635",2015-01-15,"Mobil",6300
"636",2015-01-15,"Mleko",55
"637",2015-01-15,"Mleko",55
"638",2015-01-15,"Chleb",40
"639",2015-01-15,"Chleb",40
"640",2015-01-15,"Chleb",40
"641",2015-01-15,"Mleko",55
"642",2015-01-15,"Chleb",40
"643",2015-01-15,"Chleb",40
"644",2015-01-15,"Svetr",620
"645",2015-01-15,"Chleb",40
"646",2015-01-15,"Chleb",40
"647",2015-01-15,"Chleb",40
"648",2015-01-15,"Mleko",55
"649",2015-01-15,"Mleko",55
"650",2015-01-15,"Mleko",55
"651",2015-01-15,"Triko",250
"652",2015-01-15,"Mleko",55
"653",2015-01-15,"Chleb",40
"654",2015-01-15,"Chleb",40
"655",2015-01-15,"Mleko",55
"656",2015-01-15,"Chleb",40
"657",2015-01-15,"Chleb",40
"658",2015-01-15,"Chleb",40
"659",2015-01-15,"Chleb",40
"660",2015-01-15,"Chleb",40
"661",2015-01-15,"Mleko",55
"662",2015-01-15,"Tablet",9200
"663",2015-01-15,"Chleb",40
"664",2015-01-15,"Mleko",55
"665",2015-01-15,"Chleb",40
"666",2015-01-15,"Mleko",55
"667",2015-01-15,"Chleb",40
"668",2015-01-15,"Mleko",55
"669",2015-01-15,"Chleb",40
"670",2015-01-15,"Tablet",9200
"671",2015-01-15,"Triko",250
"672",2015-01-15,"Mleko",55
"673",2015-01-15,"Mleko",55
"674",2015-01-15,"Chleb",40
"675",2015-01-15,"Chleb",40
"676",2015-01-15,"Mleko",55
"677",2015-01-15,"Chleb",40
"678",2015-01-15,"Mleko",55
"679",2015-01-15,"Chleb",40
"680",2015-01-15,"Svetr",620
"681",2015-01-15,"Mleko",55
"682",2015-01-16,"Svetr",620
"683",2015-01-16,"Mleko",55
"684",2015-01-16,"Chleb",40
"685",2015-01-16,"Mleko",55
"686",2015-01-16,"Mleko",55
"687",2015-01-16,"Mleko",55
"688",2015-01-16,"Mleko",55
"689",2015-01-16,"Mleko",55
"690",2015-01-16,"Triko",250
"691",2015-01-16,"Mleko",55
"692",2015-01-16,"Mleko",55
"693",2015-01-16,"Chleb",40
"694",2015-01-16,"Chleb",40
"695",2015-01-16,"Mleko",55
"696",2015-01-16,"Chleb",40
"697",2015-01-16,"Mleko",55
"698",2015-01-16,"Mleko",55
"699",2015-01-16,"Chleb",40
"700",2015-01-16,"Svetr",620
"701",2015-01-16,"Mleko",55
"702",2015-01-16,"Chleb",40
"703",2015-01-16,"Chleb",40
"704",2015-01-16,"Triko",250
"705",2015-01-16,"Mleko",55
"706",2015-01-16,"Mleko",55
"707",2015-01-16,"Chleb",40
"708",2015-01-16,"Chleb",40
"709",2015-01-16,"Chleb",40
"710",2015-01-16,"Mleko",55
"711",2015-01-16,"Chleb",40
"712",2015-01-16,"Mleko",55
"713",2015-01-16,"Mleko",55
"714",2015-01-16,"Chleb",40
"715",2015-01-16,"Mleko",55
"716",2015-01-16,"Chleb",40
"717",2015-01-16,"Chleb",40
"718",2015-01-16,"Tablet",9200
"719",2015-01-16,"Mleko",55
"720",2015-01-16,"Triko",250
"721",2015-01-16,"Mleko",55
"722",2015-01-16,"Triko",250
"723",2015-01-16,"Chleb",40
"724",2015-01-16,"Chleb",40
"725",2015-01-16,"Triko",250
"726",2015-01-16,"Triko",250
"727",2015-01-16,"Chleb",40
"728",2015-01-16,"Mleko",55
"729",2015-01-16,"Chleb",40
"730",2015-01-16,"Mleko",55
"731",2015-01-16,"Mleko",55
"732",2015-01-16,"Chleb",40
"733",2015-01-17,"Chleb",40
"734",2015-01-17,"Mleko",55
"735",2015-01-17,"Mleko",55
"736",2015-01-17,"Chleb",40
"737",2015-01-17,"Chleb",40
"738",2015-01-17,"Mleko",55
"739",2015-01-17,"Mleko",55
"740",2015-01-17,"Chleb",40
"741",2015-01-17,"Triko",250
"742",2015-01-17,"Triko",250
"743",2015-01-17,"Chleb",40
"744",2015-01-17,"Chleb",40
"745",2015-01-17,"Svetr",620
"746",2015-01-17,"Chleb",40
"747",2015-01-17,"Chleb",40
"748",2015-01-17,"Chleb",40
"749",2015-01-17,"Chleb",40
"750",2015-01-17,"Chleb",40
"751",2015-01-17,"Chleb",40
"752",2015-01-17,"Mleko",55
"753",2015-01-17,"Triko",250
"754",2015-01-17,"Chleb",40
"755",2015-01-17,"Chleb",40
"756",2015-01-17,"Chleb",40
"757",2015-01-17,"Mleko",55
"758",2015-01-17,"Chleb",40
"759",2015-01-17,"Triko",250
"760",2015-01-17,"Triko",250
"761",2015-01-17,"Mleko",55
"762",2015-01-17,"Chleb",40
"763",2015-01-17,"Mleko",55
"764",2015-01-17,"Tablet",9200
"765",2015-01-17,"Mleko",55
"766",2015-01-17,"Tablet",9200
"767",2015-01-17,"Chleb",40
"768",2015-01-17,"Svetr",620
"769",2015-01-17,"Chleb",40
"770",2015-01-17,"Triko",250
"771",2015-01-17,"Mleko",55
"772",2015-01-17,"Mleko",55
"773",2015-01-17,"Chleb",40
"774",2015-01-17,"Triko",250
"775",2015-01-17,"Mleko",55
"776",2015-01-17,"Mleko",55
"777",2015-01-17,"Chleb",40
"778",2015-01-17,"Mleko",55
