"","cas_nakupu","produkt","cena"
"178",2015-01-05,"Svetr",620
"179",2015-01-05,"Mleko",55
"180",2015-01-05,"Mobil",6300
"181",2015-01-05,"Triko",250
"182",2015-01-05,"Mleko",55
"183",2015-01-05,"Chleb",40
"184",2015-01-05,"Chleb",40
"185",2015-01-05,"Mleko",55
"186",2015-01-05,"Mleko",55
"187",2015-01-05,"Chleb",40
"188",2015-01-05,"Mobil",6300
"189",2015-01-05,"Chleb",40
"190",2015-01-05,"Mleko",55
"191",2015-01-05,"Mleko",55
"192",2015-01-05,"Mleko",55
"193",2015-01-05,"Laptop",14500
"194",2015-01-05,"Mleko",55
"195",2015-01-05,"Mleko",55
"196",2015-01-05,"Triko",250
"197",2015-01-05,"Mleko",55
"198",2015-01-05,"Chleb",40
"199",2015-01-05,"Triko",250
"200",2015-01-05,"Mleko",55
"201",2015-01-05,"Mleko",55
"202",2015-01-05,"Mleko",55
"203",2015-01-05,"Mleko",55
"204",2015-01-05,"Mleko",55
"205",2015-01-05,"Mleko",55
"206",2015-01-05,"Chleb",40
"207",2015-01-05,"Triko",250
"208",2015-01-05,"Mleko",55
"209",2015-01-05,"Mleko",55
"210",2015-01-05,"Mleko",55
"211",2015-01-05,"Chleb",40
"212",2015-01-05,"Chleb",40
"213",2015-01-05,"Triko",250
"214",2015-01-05,"Mleko",55
"215",2015-01-05,"Mleko",55
"216",2015-01-05,"Chleb",40
"217",2015-01-05,"Mleko",55
"218",2015-01-05,"Triko",250
"219",2015-01-06,"Chleb",40
"220",2015-01-06,"Mleko",55
"221",2015-01-06,"Mleko",55
"222",2015-01-06,"Chleb",40
"223",2015-01-06,"Svetr",620
"224",2015-01-06,"Svetr",620
"225",2015-01-06,"Mleko",55
"226",2015-01-06,"Chleb",40
"227",2015-01-06,"Triko",250
"228",2015-01-06,"Chleb",40
"229",2015-01-06,"Mleko",55
"230",2015-01-06,"Mleko",55
"231",2015-01-06,"Triko",250
"232",2015-01-06,"Mobil",6300
"233",2015-01-06,"Triko",250
"234",2015-01-06,"Mleko",55
"235",2015-01-06,"Mleko",55
"236",2015-01-06,"Svetr",620
"237",2015-01-06,"Chleb",40
"238",2015-01-06,"Mleko",55
"239",2015-01-06,"Chleb",40
"240",2015-01-06,"Mleko",55
"241",2015-01-06,"Chleb",40
"242",2015-01-06,"Mleko",55
"243",2015-01-06,"Triko",250
"244",2015-01-06,"Chleb",40
"245",2015-01-06,"Mleko",55
"246",2015-01-06,"Chleb",40
"247",2015-01-06,"Chleb",40
"248",2015-01-06,"Chleb",40
"249",2015-01-06,"Mleko",55
"250",2015-01-06,"Chleb",40
"251",2015-01-06,"Mleko",55
"252",2015-01-06,"Triko",250
"253",2015-01-06,"Chleb",40
"254",2015-01-06,"Mleko",55
"255",2015-01-06,"Mleko",55
"256",2015-01-06,"Mleko",55
"257",2015-01-06,"Triko",250
"258",2015-01-06,"Chleb",40
"259",2015-01-06,"Triko",250
"260",2015-01-06,"Mleko",55
"261",2015-01-06,"Triko",250
"262",2015-01-06,"Tablet",9200
"263",2015-01-07,"Mleko",55
"264",2015-01-07,"Triko",250
"265",2015-01-07,"Mleko",55
"266",2015-01-07,"Chleb",40
"267",2015-01-07,"Mleko",55
"268",2015-01-07,"Mleko",55
"269",2015-01-07,"Mleko",55
"270",2015-01-07,"Triko",250
"271",2015-01-07,"Chleb",40
"272",2015-01-07,"Chleb",40
"273",2015-01-07,"Chleb",40
"274",2015-01-07,"Mleko",55
"275",2015-01-07,"Mleko",55
"276",2015-01-07,"Triko",250
"277",2015-01-07,"Mleko",55
"278",2015-01-07,"Mleko",55
"279",2015-01-07,"Chleb",40
"280",2015-01-07,"Chleb",40
"281",2015-01-07,"Chleb",40
"282",2015-01-07,"Mleko",55
"283",2015-01-07,"Chleb",40
"284",2015-01-07,"Chleb",40
"285",2015-01-07,"Mleko",55
"286",2015-01-07,"Chleb",40
"287",2015-01-07,"Mleko",55
"288",2015-01-07,"Chleb",40
"289",2015-01-07,"Mleko",55
"290",2015-01-07,"Chleb",40
"291",2015-01-07,"Mleko",55
"292",2015-01-08,"Chleb",40
"293",2015-01-08,"Mleko",55
"294",2015-01-08,"Mleko",55
"295",2015-01-08,"Mleko",55
"296",2015-01-08,"Chleb",40
"297",2015-01-08,"Triko",250
"298",2015-01-08,"Chleb",40
"299",2015-01-08,"Mleko",55
"300",2015-01-08,"Chleb",40
"301",2015-01-08,"Triko",250
"302",2015-01-08,"Chleb",40
"303",2015-01-08,"Chleb",40
"304",2015-01-08,"Chleb",40
"305",2015-01-08,"Laptop",14500
"306",2015-01-08,"Mobil",6300
"307",2015-01-08,"Chleb",40
"308",2015-01-08,"Chleb",40
"309",2015-01-08,"Chleb",40
"310",2015-01-08,"Mleko",55
"311",2015-01-08,"Mleko",55
"312",2015-01-08,"Chleb",40
"313",2015-01-08,"Chleb",40
"314",2015-01-08,"Chleb",40
"315",2015-01-08,"Mleko",55
"316",2015-01-08,"Mleko",55
"317",2015-01-08,"Mleko",55
"318",2015-01-08,"Chleb",40
"319",2015-01-08,"Triko",250
"320",2015-01-08,"Triko",250
"321",2015-01-08,"Mobil",6300
"322",2015-01-08,"Triko",250
"323",2015-01-08,"Laptop",14500
"324",2015-01-08,"Triko",250
"325",2015-01-08,"Triko",250
"326",2015-01-08,"Chleb",40
"327",2015-01-08,"Chleb",40
"328",2015-01-08,"Mleko",55
"329",2015-01-08,"Tablet",9200
"330",2015-01-08,"Mobil",6300
"331",2015-01-08,"Chleb",40
"332",2015-01-08,"Mleko",55
"333",2015-01-08,"Mleko",55
"334",2015-01-08,"Chleb",40
"335",2015-01-08,"Svetr",620
"336",2015-01-08,"Mleko",55
"337",2015-01-08,"Mleko",55
"338",2015-01-08,"Mleko",55
"339",2015-01-09,"Mleko",55
"340",2015-01-09,"Mobil",6300
"341",2015-01-09,"Chleb",40
"342",2015-01-09,"Chleb",40
"343",2015-01-09,"Chleb",40
"344",2015-01-09,"Chleb",40
"345",2015-01-09,"Chleb",40
"346",2015-01-09,"Triko",250
"347",2015-01-09,"Chleb",40
"348",2015-01-09,"Mleko",55
"349",2015-01-09,"Mleko",55
"350",2015-01-09,"Mleko",55
"351",2015-01-09,"Mleko",55
"352",2015-01-09,"Mleko",55
"353",2015-01-09,"Mleko",55
"354",2015-01-09,"Chleb",40
"355",2015-01-09,"Mleko",55
"356",2015-01-09,"Mleko",55
"357",2015-01-09,"Mleko",55
"358",2015-01-09,"Mleko",55
"359",2015-01-09,"Chleb",40
"360",2015-01-09,"Svetr",620
"361",2015-01-09,"Chleb",40
"362",2015-01-09,"Chleb",40
"363",2015-01-09,"Chleb",40
"364",2015-01-09,"Mleko",55
"365",2015-01-09,"Chleb",40
"366",2015-01-09,"Mleko",55
"367",2015-01-09,"Chleb",40
"368",2015-01-09,"Mleko",55
"369",2015-01-09,"Mleko",55
"370",2015-01-09,"Mleko",55
"371",2015-01-09,"Triko",250
"372",2015-01-09,"Mleko",55
"373",2015-01-09,"Chleb",40
"374",2015-01-09,"Chleb",40
"375",2015-01-09,"Triko",250
"376",2015-01-09,"Svetr",620
"377",2015-01-09,"Mleko",55
"378",2015-01-09,"Chleb",40
"379",2015-01-09,"Mleko",55
"380",2015-01-09,"Mleko",55
"381",2015-01-09,"Laptop",14500
"382",2015-01-09,"Mleko",55
"383",2015-01-09,"Mleko",55
"384",2015-01-09,"Mleko",55
"385",2015-01-09,"Svetr",620
"386",2015-01-09,"Laptop",14500
"387",2015-01-09,"Chleb",40
"388",2015-01-10,"Chleb",40
"389",2015-01-10,"Chleb",40
"390",2015-01-10,"Svetr",620
"391",2015-01-10,"Mleko",55
"392",2015-01-10,"Laptop",14500
"393",2015-01-10,"Chleb",40
"394",2015-01-10,"Chleb",40
"395",2015-01-10,"Chleb",40
"396",2015-01-10,"Chleb",40
"397",2015-01-10,"Triko",250
"398",2015-01-10,"Mleko",55
"399",2015-01-10,"Chleb",40
"400",2015-01-10,"Triko",250
"401",2015-01-10,"Mleko",55
"402",2015-01-10,"Triko",250
"403",2015-01-10,"Mleko",55
"404",2015-01-10,"Chleb",40
"405",2015-01-10,"Chleb",40
"406",2015-01-10,"Chleb",40
"407",2015-01-10,"Mleko",55
"408",2015-01-10,"Chleb",40
"409",2015-01-10,"Chleb",40
"410",2015-01-10,"Mleko",55
"411",2015-01-10,"Mleko",55
"412",2015-01-10,"Mleko",55
"413",2015-01-10,"Mleko",55
"414",2015-01-10,"Mleko",55
"415",2015-01-10,"Mleko",55
"416",2015-01-10,"Laptop",14500
"417",2015-01-10,"Mleko",55
"418",2015-01-10,"Chleb",40
"419",2015-01-10,"Chleb",40
"420",2015-01-10,"Svetr",620
"421",2015-01-10,"Mleko",55
"422",2015-01-10,"Mleko",55
"423",2015-01-10,"Chleb",40
"424",2015-01-10,"Chleb",40
"425",2015-01-10,"Mleko",55
"426",2015-01-10,"Chleb",40
"427",2015-01-10,"Triko",250
"428",2015-01-10,"Mleko",55
"429",2015-01-10,"Mleko",55
"430",2015-01-10,"Chleb",40
"431",2015-01-10,"Triko",250
"432",2015-01-10,"Mleko",55
"433",2015-01-10,"Chleb",40
"434",2015-01-10,"Chleb",40
"435",2015-01-10,"Chleb",40
"436",2015-01-10,"Triko",250
"437",2015-01-10,"Mleko",55
"438",2015-01-10,"Mleko",55
"439",2015-01-10,"Triko",250
"440",2015-01-10,"Triko",250
"441",2015-01-10,"Chleb",40
"442",2015-01-10,"Triko",250
"443",2015-01-11,"Mleko",55
"444",2015-01-11,"Chleb",40
"445",2015-01-11,"Mleko",55
"446",2015-01-11,"Chleb",40
"447",2015-01-11,"Chleb",40
"448",2015-01-11,"Mleko",55
"449",2015-01-11,"Chleb",40
"450",2015-01-11,"Svetr",620
"451",2015-01-11,"Chleb",40
"452",2015-01-11,"Chleb",40
"453",2015-01-11,"Mobil",6300
"454",2015-01-11,"Chleb",40
"455",2015-01-11,"Chleb",40
"456",2015-01-11,"Chleb",40
"457",2015-01-11,"Mleko",55
"458",2015-01-11,"Chleb",40
"459",2015-01-11,"Mleko",55
"460",2015-01-11,"Mleko",55
"461",2015-01-11,"Chleb",40
"462",2015-01-11,"Mleko",55
"463",2015-01-11,"Mleko",55
"464",2015-01-11,"Mleko",55
"465",2015-01-11,"Mleko",55
"466",2015-01-11,"Mleko",55
"467",2015-01-11,"Chleb",40
"468",2015-01-11,"Chleb",40
"469",2015-01-11,"Mleko",55
"470",2015-01-11,"Chleb",40
"471",2015-01-11,"Chleb",40
"472",2015-01-11,"Triko",250
"473",2015-01-11,"Mleko",55
"474",2015-01-11,"Mleko",55
"475",2015-01-11,"Mleko",55
"476",2015-01-11,"Mobil",6300
"477",2015-01-11,"Mleko",55
"478",2015-01-11,"Mleko",55
"479",2015-01-11,"Mleko",55
"480",2015-01-11,"Triko",250
"481",2015-01-11,"Chleb",40
"482",2015-01-12,"Mleko",55
"483",2015-01-12,"Triko",250
"484",2015-01-12,"Mleko",55
"485",2015-01-12,"Mleko",55
"486",2015-01-12,"Mleko",55
"487",2015-01-12,"Chleb",40
"488",2015-01-12,"Mleko",55
"489",2015-01-12,"Mleko",55
"490",2015-01-12,"Mleko",55
"491",2015-01-12,"Mleko",55
"492",2015-01-12,"Mleko",55
"493",2015-01-12,"Triko",250
"494",2015-01-12,"Mleko",55
"495",2015-01-12,"Mobil",6300
"496",2015-01-12,"Mleko",55
"497",2015-01-12,"Svetr",620
"498",2015-01-12,"Mleko",55
"499",2015-01-12,"Mleko",55
"500",2015-01-12,"Chleb",40
"501",2015-01-12,"Mleko",55
"502",2015-01-12,"Mleko",55
"503",2015-01-12,"Chleb",40
"504",2015-01-12,"Chleb",40
"505",2015-01-12,"Mleko",55
"506",2015-01-12,"Mleko",55
"507",2015-01-12,"Chleb",40
"508",2015-01-12,"Triko",250
"509",2015-01-12,"Mleko",55
"510",2015-01-12,"Mleko",55
"511",2015-01-12,"Triko",250
"512",2015-01-12,"Triko",250
"513",2015-01-12,"Chleb",40
"514",2015-01-12,"Chleb",40
"515",2015-01-12,"Mleko",55
"516",2015-01-12,"Chleb",40
"517",2015-01-12,"Triko",250
"518",2015-01-13,"Mleko",55
"519",2015-01-13,"Chleb",40
"520",2015-01-13,"Laptop",14500
"521",2015-01-13,"Chleb",40
"522",2015-01-13,"Triko",250
"523",2015-01-13,"Chleb",40
"524",2015-01-13,"Mleko",55
"525",2015-01-13,"Mleko",55
"526",2015-01-13,"Chleb",40
"527",2015-01-13,"Laptop",14500
"528",2015-01-13,"Triko",250
"529",2015-01-13,"Chleb",40
"530",2015-01-13,"Mleko",55
"531",2015-01-13,"Mleko",55
"532",2015-01-13,"Mleko",55
"533",2015-01-13,"Mleko",55
"534",2015-01-13,"Mleko",55
"535",2015-01-13,"Laptop",14500
"536",2015-01-13,"Mobil",6300
"537",2015-01-13,"Mleko",55
"538",2015-01-13,"Mleko",55
"539",2015-01-13,"Mleko",55
"540",2015-01-13,"Mleko",55
"541",2015-01-13,"Triko",250
"542",2015-01-13,"Chleb",40
"543",2015-01-13,"Svetr",620
"544",2015-01-13,"Mleko",55
"545",2015-01-13,"Mobil",6300
"546",2015-01-13,"Chleb",40
"547",2015-01-13,"Chleb",40
"548",2015-01-13,"Mleko",55
"549",2015-01-13,"Mleko",55
"550",2015-01-13,"Chleb",40
"551",2015-01-13,"Triko",250
"552",2015-01-13,"Chleb",40
"553",2015-01-13,"Mleko",55
"554",2015-01-13,"Mleko",55
"555",2015-01-14,"Laptop",14500
"556",2015-01-14,"Mleko",55
"557",2015-01-14,"Mleko",55
"558",2015-01-14,"Mleko",55
"559",2015-01-14,"Triko",250
"560",2015-01-14,"Chleb",40
"561",2015-01-14,"Chleb",40
"562",2015-01-14,"Mleko",55
"563",2015-01-14,"Chleb",40
"564",2015-01-14,"Mleko",55
"565",2015-01-14,"Mleko",55
"566",2015-01-14,"Mleko",55
"567",2015-01-14,"Mobil",6300
"568",2015-01-14,"Svetr",620
"569",2015-01-14,"Mleko",55
"570",2015-01-14,"Mobil",6300
"571",2015-01-14,"Mleko",55
"572",2015-01-14,"Mleko",55
"573",2015-01-14,"Mleko",55
"574",2015-01-14,"Mleko",55
"575",2015-01-14,"Chleb",40
"576",2015-01-14,"Triko",250
"577",2015-01-14,"Mleko",55
"578",2015-01-14,"Svetr",620
"579",2015-01-14,"Chleb",40
"580",2015-01-14,"Chleb",40
"581",2015-01-14,"Mleko",55
"582",2015-01-14,"Mleko",55
"583",2015-01-14,"Mleko",55
"584",2015-01-14,"Chleb",40
"585",2015-01-14,"Mleko",55
"586",2015-01-14,"Svetr",620
"587",2015-01-14,"Chleb",40
"588",2015-01-14,"Mleko",55
"589",2015-01-14,"Mleko",55
"590",2015-01-15,"Mleko",55
"591",2015-01-15,"Mleko",55
"592",2015-01-15,"Mleko",55
"593",2015-01-15,"Chleb",40
"594",2015-01-15,"Mleko",55
"595",2015-01-15,"Mleko",55
"596",2015-01-15,"Mleko",55
"597",2015-01-15,"Mleko",55
"598",2015-01-15,"Chleb",40
"599",2015-01-15,"Mleko",55
"600",2015-01-15,"Triko",250
"601",2015-01-15,"Mleko",55
"602",2015-01-15,"Chleb",40
"603",2015-01-15,"Triko",250
"604",2015-01-15,"Chleb",40
"605",2015-01-15,"Mleko",55
"606",2015-01-15,"Mleko",55
"607",2015-01-15,"Mleko",55
"608",2015-01-15,"Triko",250
"609",2015-01-15,"Triko",250
"610",2015-01-15,"Laptop",14500
"611",2015-01-15,"Mleko",55
"612",2015-01-15,"Mleko",55
"613",2015-01-15,"Mobil",6300
"614",2015-01-15,"Chleb",40
"615",2015-01-15,"Triko",250
"616",2015-01-15,"Chleb",40
"617",2015-01-15,"Triko",250
"618",2015-01-15,"Chleb",40
"619",2015-01-15,"Mleko",55
"620",2015-01-15,"Mleko",55
"621",2015-01-15,"Mleko",55
"622",2015-01-15,"Mleko",55
"623",2015-01-15,"Laptop",14500
"624",2015-01-15,"Chleb",40
"625",2015-01-15,"Mleko",55
"626",2015-01-15,"Chleb",40
"627",2015-01-15,"Chleb",40
"628",2015-01-15,"Svetr",620
"629",2015-01-15,"Mleko",55
"630",2015-01-15,"Mleko",55
"631",2015-01-15,"Chleb",40
"632",2015-01-15,"Mleko",55
"633",2015-01-15,"Chleb",40
"634",2015-01-16,"Svetr",620
"635",2015-01-16,"Mleko",55
"636",2015-01-16,"Chleb",40
"637",2015-01-16,"Mleko",55
"638",2015-01-16,"Mleko",55
"639",2015-01-16,"Mleko",55
"640",2015-01-16,"Mleko",55
"641",2015-01-16,"Mleko",55
"642",2015-01-16,"Chleb",40
"643",2015-01-16,"Chleb",40
"644",2015-01-16,"Mleko",55
"645",2015-01-16,"Chleb",40
"646",2015-01-16,"Triko",250
"647",2015-01-16,"Chleb",40
"648",2015-01-16,"Mleko",55
"649",2015-01-16,"Mleko",55
"650",2015-01-16,"Mleko",55
"651",2015-01-16,"Chleb",40
"652",2015-01-16,"Mobil",6300
"653",2015-01-16,"Chleb",40
"654",2015-01-16,"Chleb",40
"655",2015-01-16,"Laptop",14500
"656",2015-01-16,"Mleko",55
"657",2015-01-16,"Mleko",55
"658",2015-01-16,"Mleko",55
"659",2015-01-16,"Chleb",40
"660",2015-01-16,"Mleko",55
"661",2015-01-16,"Triko",250
"662",2015-01-16,"Tablet",9200
"663",2015-01-16,"Mleko",55
"664",2015-01-16,"Mleko",55
"665",2015-01-16,"Svetr",620
"666",2015-01-16,"Mleko",55
"667",2015-01-16,"Mleko",55
"668",2015-01-16,"Tablet",9200
"669",2015-01-16,"Chleb",40
"670",2015-01-16,"Chleb",40
"671",2015-01-16,"Laptop",14500
"672",2015-01-16,"Mleko",55
"673",2015-01-16,"Mleko",55
"674",2015-01-16,"Triko",250
"675",2015-01-17,"Chleb",40
"676",2015-01-17,"Mleko",55
"677",2015-01-17,"Mleko",55
"678",2015-01-17,"Mleko",55
"679",2015-01-17,"Chleb",40
"680",2015-01-17,"Mleko",55
"681",2015-01-17,"Chleb",40
"682",2015-01-17,"Triko",250
"683",2015-01-17,"Triko",250
"684",2015-01-17,"Mleko",55
"685",2015-01-17,"Chleb",40
"686",2015-01-17,"Mobil",6300
"687",2015-01-17,"Mleko",55
"688",2015-01-17,"Chleb",40
"689",2015-01-17,"Mleko",55
"690",2015-01-17,"Chleb",40
"691",2015-01-17,"Mleko",55
"692",2015-01-17,"Chleb",40
"693",2015-01-17,"Chleb",40
"694",2015-01-17,"Svetr",620
"695",2015-01-17,"Chleb",40
"696",2015-01-17,"Mleko",55
"697",2015-01-17,"Svetr",620
"698",2015-01-17,"Mleko",55
"699",2015-01-17,"Chleb",40
"700",2015-01-17,"Mleko",55
"701",2015-01-17,"Mleko",55
"702",2015-01-17,"Chleb",40
"703",2015-01-17,"Mleko",55
"704",2015-01-17,"Chleb",40
"705",2015-01-17,"Chleb",40
"706",2015-01-17,"Mleko",55
"707",2015-01-17,"Mleko",55
"708",2015-01-17,"Chleb",40
"709",2015-01-17,"Tablet",9200
"710",2015-01-17,"Mleko",55
"711",2015-01-17,"Mleko",55
"712",2015-01-17,"Chleb",40
"713",2015-01-17,"Chleb",40
"714",2015-01-17,"Triko",250
"715",2015-01-17,"Mleko",55
"716",2015-01-17,"Mleko",55
"717",2015-01-17,"Chleb",40
"718",2015-01-17,"Chleb",40
"719",2015-01-17,"Chleb",40
"720",2015-01-17,"Mleko",55
"721",2015-01-17,"Laptop",14500
"722",2015-01-17,"Mleko",55
"723",2015-01-17,"Triko",250
"724",2015-01-17,"Triko",250
"725",2015-01-17,"Chleb",40
"726",2015-01-17,"Mleko",55
"727",2015-01-17,"Chleb",40
"728",2015-01-17,"Chleb",40
"729",2015-01-17,"Mleko",55
"730",2015-01-17,"Mleko",55
"731",2015-01-17,"Svetr",620
"732",2015-01-17,"Mleko",55
"733",2015-01-17,"Mleko",55
"734",2015-01-17,"Triko",250
"735",2015-01-18,"Chleb",40
"736",2015-01-18,"Chleb",40
"737",2015-01-18,"Laptop",14500
"738",2015-01-18,"Chleb",40
"739",2015-01-18,"Mleko",55
"740",2015-01-18,"Triko",250
"741",2015-01-18,"Mleko",55
"742",2015-01-18,"Triko",250
"743",2015-01-18,"Mleko",55
"744",2015-01-18,"Mleko",55
"745",2015-01-18,"Chleb",40
"746",2015-01-18,"Chleb",40
"747",2015-01-18,"Laptop",14500
"748",2015-01-18,"Mleko",55
"749",2015-01-18,"Mleko",55
"750",2015-01-18,"Chleb",40
"751",2015-01-18,"Mleko",55
"752",2015-01-18,"Mleko",55
"753",2015-01-18,"Mleko",55
"754",2015-01-18,"Chleb",40
"755",2015-01-18,"Chleb",40
"756",2015-01-18,"Mleko",55
"757",2015-01-18,"Mleko",55
"758",2015-01-18,"Triko",250
"759",2015-01-18,"Laptop",14500
"760",2015-01-18,"Mleko",55
"761",2015-01-18,"Chleb",40
"762",2015-01-18,"Mleko",55
"763",2015-01-18,"Mleko",55
"764",2015-01-18,"Chleb",40
"765",2015-01-18,"Mleko",55
"766",2015-01-18,"Chleb",40
"767",2015-01-18,"Mleko",55
"768",2015-01-18,"Triko",250
"769",2015-01-18,"Mleko",55
"770",2015-01-18,"Triko",250
"771",2015-01-18,"Chleb",40
"772",2015-01-18,"Mleko",55
"773",2015-01-18,"Laptop",14500
"774",2015-01-18,"Svetr",620
"775",2015-01-18,"Chleb",40
"776",2015-01-18,"Mleko",55
"777",2015-01-18,"Mleko",55
"778",2015-01-19,"Laptop",14500
