"","cas_nakupu","produkt","cena"
"421",2015-01-16,"Chlieb",2
"422",2015-01-16,"Mlieko",3
"423",2015-01-16,"Mlieko",3
"424",2015-01-16,"Tricko",10
"425",2015-01-16,"Mlieko",3
"426",2015-01-17,"Mlieko",3
"427",2015-01-17,"Chlieb",2
"428",2015-01-17,"Chlieb",2
"429",2015-01-17,"Chlieb",2
"430",2015-01-17,"Tricko",10
"431",2015-01-17,"Chlieb",2
"432",2015-01-17,"Mlieko",3
"433",2015-01-17,"Chlieb",2
"434",2015-01-17,"Mlieko",3
"435",2015-01-17,"Chlieb",2
"436",2015-01-17,"Mlieko",3
"437",2015-01-17,"Mobil",230
"438",2015-01-17,"Tricko",10
"439",2015-01-17,"Chlieb",2
"440",2015-01-17,"Mlieko",3
"441",2015-01-17,"Sveter",25
"442",2015-01-17,"Chlieb",2
"443",2015-01-17,"Chlieb",2
"444",2015-01-17,"Chlieb",2
"445",2015-01-17,"Mlieko",3
"446",2015-01-17,"Mlieko",3
"447",2015-01-17,"Chlieb",2
"448",2015-01-17,"Mlieko",3
"449",2015-01-17,"Chlieb",2
"450",2015-01-17,"Tricko",10
"451",2015-01-17,"Chlieb",2
"452",2015-01-17,"Chlieb",2
"453",2015-01-17,"Mlieko",3
"454",2015-01-17,"Chlieb",2
"455",2015-01-17,"Chlieb",2
"456",2015-01-17,"Chlieb",2
"457",2015-01-17,"Chlieb",2
"458",2015-01-17,"Mlieko",3
"459",2015-01-17,"Chlieb",2
"460",2015-01-17,"Mlieko",3
"461",2015-01-17,"Chlieb",2
"462",2015-01-17,"Chlieb",2
"463",2015-01-17,"Chlieb",2
"464",2015-01-18,"Mlieko",3
"465",2015-01-18,"Mlieko",3
"466",2015-01-18,"Mlieko",3
"467",2015-01-18,"Chlieb",2
"468",2015-01-18,"Chlieb",2
"469",2015-01-18,"Sveter",25
"470",2015-01-18,"Mlieko",3
"471",2015-01-18,"Chlieb",2
"472",2015-01-18,"Chlieb",2
"473",2015-01-18,"Mlieko",3
"474",2015-01-18,"Chlieb",2
"475",2015-01-18,"Chlieb",2
"476",2015-01-18,"Mlieko",3
"477",2015-01-18,"Mlieko",3
"478",2015-01-18,"Mlieko",3
"479",2015-01-18,"Chlieb",2
"480",2015-01-18,"Mlieko",3
"481",2015-01-18,"Chlieb",2
"482",2015-01-18,"Mlieko",3
"483",2015-01-18,"Mlieko",3
"484",2015-01-18,"Mlieko",3
"485",2015-01-18,"Chlieb",2
"486",2015-01-19,"Tricko",10
"487",2015-01-19,"Mlieko",3
"488",2015-01-19,"Chlieb",2
"489",2015-01-19,"Mlieko",3
"490",2015-01-19,"Chlieb",2
"491",2015-01-19,"Mlieko",3
"492",2015-01-19,"Mlieko",3
"493",2015-01-19,"Chlieb",2
"494",2015-01-19,"Chlieb",2
"495",2015-01-19,"Sveter",25
"496",2015-01-19,"Chlieb",2
"497",2015-01-19,"Mlieko",3
"498",2015-01-19,"Chlieb",2
"499",2015-01-19,"Tricko",10
"500",2015-01-19,"Sveter",25
"501",2015-01-19,"Chlieb",2
"502",2015-01-19,"Chlieb",2
"503",2015-01-19,"Chlieb",2
"504",2015-01-19,"Tricko",10
"505",2015-01-19,"Chlieb",2
"506",2015-01-19,"Chlieb",2
"507",2015-01-19,"Mlieko",3
"508",2015-01-19,"Mlieko",3
"509",2015-01-19,"Chlieb",2
"510",2015-01-19,"Mlieko",3
"511",2015-01-19,"Mlieko",3
"512",2015-01-19,"Chlieb",2
"513",2015-01-19,"Mlieko",3
"514",2015-01-19,"Chlieb",2
"515",2015-01-19,"Mlieko",3
"516",2015-01-19,"Tricko",10
"517",2015-01-19,"Sveter",25
"518",2015-01-20,"Tablet",350
"519",2015-01-20,"Mlieko",3
"520",2015-01-20,"Mlieko",3
"521",2015-01-20,"Chlieb",2
"522",2015-01-20,"Mlieko",3
"523",2015-01-20,"Chlieb",2
"524",2015-01-20,"Chlieb",2
"525",2015-01-20,"Chlieb",2
"526",2015-01-20,"Chlieb",2
"527",2015-01-20,"Mlieko",3
"528",2015-01-20,"Chlieb",2
"529",2015-01-20,"Mlieko",3
"530",2015-01-20,"Mlieko",3
"531",2015-01-20,"Mobil",230
"532",2015-01-20,"Mlieko",3
"533",2015-01-20,"Mlieko",3
"534",2015-01-20,"Mobil",230
"535",2015-01-20,"Mlieko",3
"536",2015-01-20,"Mlieko",3
"537",2015-01-20,"Tablet",350
"538",2015-01-20,"Tricko",10
"539",2015-01-20,"Chlieb",2
"540",2015-01-20,"Tricko",10
"541",2015-01-20,"Chlieb",2
"542",2015-01-20,"Chlieb",2
"543",2015-01-20,"Mlieko",3
"544",2015-01-20,"Chlieb",2
"545",2015-01-20,"Mlieko",3
"546",2015-01-20,"Chlieb",2
"547",2015-01-20,"Mlieko",3
"548",2015-01-20,"Mlieko",3
"549",2015-01-20,"Chlieb",2
"550",2015-01-20,"Chlieb",2
"551",2015-01-20,"Mlieko",3
"552",2015-01-21,"Chlieb",2
"553",2015-01-21,"Chlieb",2
"554",2015-01-21,"Mlieko",3
"555",2015-01-21,"Tricko",10
"556",2015-01-21,"Sveter",25
"557",2015-01-21,"Chlieb",2
"558",2015-01-21,"Mlieko",3
"559",2015-01-21,"Mlieko",3
"560",2015-01-21,"Mlieko",3
"561",2015-01-21,"Mlieko",3
"562",2015-01-21,"Chlieb",2
"563",2015-01-21,"Tricko",10
"564",2015-01-21,"Tricko",10
"565",2015-01-21,"Chlieb",2
"566",2015-01-21,"Mlieko",3
"567",2015-01-21,"Chlieb",2
"568",2015-01-21,"Mlieko",3
"569",2015-01-21,"Mlieko",3
"570",2015-01-21,"Tricko",10
"571",2015-01-21,"Mlieko",3
"572",2015-01-21,"Mlieko",3
"573",2015-01-21,"Chlieb",2
"574",2015-01-21,"Chlieb",2
"575",2015-01-21,"Mlieko",3
"576",2015-01-21,"Sveter",25
"577",2015-01-21,"Chlieb",2
"578",2015-01-22,"Mlieko",3
"579",2015-01-22,"Mlieko",3
"580",2015-01-22,"Chlieb",2
"581",2015-01-22,"Chlieb",2
"582",2015-01-22,"Chlieb",2
"583",2015-01-22,"Mlieko",3
"584",2015-01-22,"Chlieb",2
"585",2015-01-22,"Chlieb",2
"586",2015-01-22,"Mlieko",3
"587",2015-01-22,"Mlieko",3
"588",2015-01-22,"Mlieko",3
"589",2015-01-22,"Chlieb",2
"590",2015-01-22,"Mlieko",3
"591",2015-01-22,"Mlieko",3
"592",2015-01-22,"Tablet",350
"593",2015-01-22,"Mlieko",3
"594",2015-01-22,"Chlieb",2
"595",2015-01-22,"Chlieb",2
"596",2015-01-22,"Mlieko",3
"597",2015-01-22,"Mlieko",3
"598",2015-01-22,"Chlieb",2
"599",2015-01-22,"Mlieko",3
"600",2015-01-22,"Mlieko",3
"601",2015-01-22,"Chlieb",2
"602",2015-01-22,"Chlieb",2
"603",2015-01-22,"Chlieb",2
"604",2015-01-23,"Chlieb",2
"605",2015-01-23,"Chlieb",2
"606",2015-01-23,"Mlieko",3
"607",2015-01-23,"Sveter",25
"608",2015-01-23,"Mlieko",3
"609",2015-01-23,"Chlieb",2
"610",2015-01-23,"Mlieko",3
"611",2015-01-23,"Mlieko",3
"612",2015-01-23,"Sveter",25
"613",2015-01-23,"Mlieko",3
"614",2015-01-23,"Chlieb",2
"615",2015-01-23,"Mobil",230
"616",2015-01-23,"Mlieko",3
"617",2015-01-23,"Chlieb",2
"618",2015-01-23,"Mlieko",3
"619",2015-01-23,"Chlieb",2
"620",2015-01-23,"Chlieb",2
"621",2015-01-23,"Tricko",10
"622",2015-01-23,"Chlieb",2
"623",2015-01-23,"Mlieko",3
"624",2015-01-23,"Chlieb",2
"625",2015-01-23,"Mlieko",3
"626",2015-01-23,"Chlieb",2
"627",2015-01-23,"Mlieko",3
"628",2015-01-23,"Mobil",230
"629",2015-01-23,"Chlieb",2
"630",2015-01-23,"Mlieko",3
"631",2015-01-23,"Sveter",25
"632",2015-01-23,"Tricko",10
"633",2015-01-23,"Mlieko",3
"634",2015-01-23,"Chlieb",2
"635",2015-01-24,"Tricko",10
"636",2015-01-24,"Chlieb",2
"637",2015-01-24,"Mlieko",3
"638",2015-01-24,"Mlieko",3
"639",2015-01-24,"Mlieko",3
"640",2015-01-24,"Chlieb",2
"641",2015-01-24,"Chlieb",2
"642",2015-01-24,"Mlieko",3
"643",2015-01-24,"Sveter",25
"644",2015-01-24,"Chlieb",2
"645",2015-01-24,"Mlieko",3
"646",2015-01-24,"Mlieko",3
"647",2015-01-24,"Mlieko",3
"648",2015-01-24,"Tricko",10
"649",2015-01-24,"Mlieko",3
"650",2015-01-24,"Mlieko",3
"651",2015-01-24,"Mlieko",3
"652",2015-01-24,"Chlieb",2
"653",2015-01-24,"Chlieb",2
"654",2015-01-24,"Mlieko",3
"655",2015-01-24,"Mlieko",3
"656",2015-01-24,"Mlieko",3
"657",2015-01-24,"Chlieb",2
"658",2015-01-24,"Mlieko",3
"659",2015-01-24,"Mlieko",3
"660",2015-01-25,"Chlieb",2
"661",2015-01-25,"Mlieko",3
"662",2015-01-25,"Chlieb",2
"663",2015-01-25,"Mlieko",3
"664",2015-01-25,"Chlieb",2
"665",2015-01-25,"Chlieb",2
"666",2015-01-25,"Chlieb",2
"667",2015-01-25,"Mlieko",3
"668",2015-01-25,"Chlieb",2
"669",2015-01-25,"Chlieb",2
"670",2015-01-25,"Mlieko",3
"671",2015-01-25,"Sveter",25
"672",2015-01-25,"Chlieb",2
"673",2015-01-25,"Tricko",10
"674",2015-01-25,"Chlieb",2
"675",2015-01-25,"Chlieb",2
"676",2015-01-25,"Chlieb",2
"677",2015-01-25,"Sveter",25
"678",2015-01-25,"Mlieko",3
"679",2015-01-25,"Tricko",10
"680",2015-01-25,"Chlieb",2
"681",2015-01-25,"Mlieko",3
"682",2015-01-25,"Chlieb",2
"683",2015-01-25,"Mlieko",3
"684",2015-01-25,"Sveter",25
"685",2015-01-25,"Chlieb",2
"686",2015-01-25,"Mobil",230
"687",2015-01-25,"Chlieb",2
"688",2015-01-25,"Chlieb",2
"689",2015-01-25,"Chlieb",2
"690",2015-01-26,"Chlieb",2
"691",2015-01-26,"Chlieb",2
"692",2015-01-26,"Mlieko",3
"693",2015-01-26,"Mlieko",3
"694",2015-01-26,"Chlieb",2
"695",2015-01-26,"Sveter",25
"696",2015-01-26,"Tricko",10
"697",2015-01-26,"Chlieb",2
"698",2015-01-26,"Tricko",10
"699",2015-01-26,"Chlieb",2
"700",2015-01-26,"Chlieb",2
"701",2015-01-26,"Chlieb",2
"702",2015-01-26,"Chlieb",2
"703",2015-01-26,"Chlieb",2
"704",2015-01-26,"Chlieb",2
"705",2015-01-26,"Mlieko",3
"706",2015-01-26,"Chlieb",2
"707",2015-01-26,"Mlieko",3
"708",2015-01-26,"Chlieb",2
"709",2015-01-26,"Tablet",350
"710",2015-01-26,"Chlieb",2
"711",2015-01-26,"Chlieb",2
"712",2015-01-26,"Mlieko",3
"713",2015-01-26,"Sveter",25
"714",2015-01-26,"Chlieb",2
"715",2015-01-26,"Sveter",25
"716",2015-01-26,"Mlieko",3
"717",2015-01-26,"Chlieb",2
"718",2015-01-26,"Chlieb",2
"719",2015-01-26,"Chlieb",2
"720",2015-01-26,"Mlieko",3
"721",2015-01-27,"Chlieb",2
"722",2015-01-27,"Mobil",230
"723",2015-01-27,"Mlieko",3
"724",2015-01-27,"Tricko",10
"725",2015-01-27,"Mlieko",3
"726",2015-01-27,"Chlieb",2
"727",2015-01-27,"Chlieb",2
"728",2015-01-27,"Mlieko",3
"729",2015-01-27,"Chlieb",2
"730",2015-01-27,"Chlieb",2
"731",2015-01-27,"Mlieko",3
"732",2015-01-27,"Chlieb",2
"733",2015-01-27,"Sveter",25
"734",2015-01-27,"Mlieko",3
"735",2015-01-27,"Chlieb",2
"736",2015-01-27,"Mlieko",3
"737",2015-01-27,"Mlieko",3
"738",2015-01-27,"Chlieb",2
"739",2015-01-27,"Chlieb",2
"740",2015-01-27,"Chlieb",2
"741",2015-01-27,"Mlieko",3
